order_date,order_id,customer_id,channel,discount_code,revenue,discount_amount,was_returned
2026-07-25,14484,C-04888,email,SPRING15,46.98,6.65,0
2026-07-25,14485,C-06969,marketplace,,46.28,0.00,0
2026-07-25,14486,C-06951,paid_search,THANKYOU5,58.12,17.53,0
2026-07-25,14488,C-00924,organic,,62.45,0.00,0
2026-07-25,14490,C-06975,email,SPRING15,36.13,4.86,0
2026-07-25,14491,C-06962,paid_search,THANKYOU5,47.92,15.99,0
2026-07-25,14494,C-06983,email,,41.98,0.00,0
2026-07-25,14495,C-05176,paid_search,,76.89,0.00,0
2026-07-25,14496,C-06966,marketplace,,42.87,0.00,0
2026-07-25,14497,C-06974,email,,52.40,0.00,0
2026-07-25,14498,C-06958,paid_search,THANKYOU5,51.09,14.57,1
2026-07-25,14499,C-05135,paid_search,,60.91,0.00,0
2026-07-25,14500,C-06986,organic,WELCOME10,52.51,8.19,0
2026-07-25,14501,C-06949,paid_search,WELCOME10,76.55,18.44,1
2026-07-25,14504,C-06964,marketplace,SAVE20,37.98,6.41,0
2026-07-25,14505,C-06984,organic,,44.82,0.00,0
2026-07-25,14508,C-06961,paid_search,SPRING15,44.59,17.22,1
2026-07-25,14509,C-06965,marketplace,WELCOME10,64.99,8.47,0
2026-07-25,14510,C-06976,email,,64.88,0.00,0
2026-07-25,14511,C-03790,marketplace,,63.07,0.00,0
2026-07-25,14514,C-06948,paid_search,,57.69,0.00,1
2026-07-25,14515,C-06988,organic,SAVE20,43.84,6.89,0
2026-07-25,14516,C-02966,email,,81.45,0.00,0
2026-07-25,14517,C-00360,organic,,93.95,0.00,0
2026-07-25,14519,C-06960,paid_search,THANKYOU5,68.51,19.25,0
2026-07-26,14520,C-04509,email,,58.95,0.00,0
2026-07-26,14521,C-07013,marketplace,THANKYOU5,34.82,7.73,0
2026-07-26,14522,C-03730,marketplace,,60.37,0.00,0
2026-07-26,14523,C-07014,marketplace,THANKYOU5,41.81,8.07,0
2026-07-26,14524,C-07012,marketplace,,81.98,0.00,0
2026-07-26,14526,C-01288,email,,59.34,0.00,0
2026-07-26,14527,C-07028,email,THANKYOU5,61.66,5.40,0
2026-07-26,14529,C-07025,email,,64.25,0.00,0
2026-07-26,14530,C-01842,organic,SPRING15,54.56,8.96,0
2026-07-26,14533,C-07009,paid_search,SAVE20,55.72,23.61,0
2026-07-26,14536,C-07006,paid_search,SAVE20,54.23,13.68,1
2026-07-26,14537,C-07021,marketplace,SPRING15,63.94,8.94,0
2026-07-26,14538,C-06998,paid_search,WELCOME10,70.13,22.44,1
2026-07-26,14541,C-07037,organic,,42.67,0.00,0
2026-07-26,14542,C-07017,marketplace,,53.18,0.00,0
2026-07-26,14544,C-07024,email,,45.52,0.00,0
2026-07-26,14545,C-02288,marketplace,SAVE20,67.63,9.10,0
2026-07-26,14548,C-01388,email,SAVE20,75.39,6.61,0
2026-07-26,14549,C-07018,marketplace,,59.85,0.00,0
2026-07-26,14550,C-06994,paid_search,WELCOME10,67.50,18.25,1
2026-07-26,14553,C-07034,email,,71.37,0.00,0
2026-07-26,14554,C-07026,email,SPRING15,38.23,5.11,0
2026-07-26,14556,C-07038,organic,,62.18,0.00,0
2026-07-26,14557,C-07020,marketplace,,67.46,0.00,0
2026-07-26,14558,C-06996,paid_search,,57.69,0.00,0
2026-07-26,14559,C-07000,paid_search,SPRING15,63.81,17.62,0
2026-07-26,14560,C-07002,paid_search,WELCOME10,41.81,16.44,1
2026-07-26,14561,C-07031,email,,50.38,0.00,0
2026-07-26,14562,C-00923,email,SAVE20,57.14,6.11,0
2026-07-26,14563,C-07039,organic,,63.87,0.00,0
2026-07-26,14564,C-07010,paid_search,WELCOME10,56.07,12.82,0
2026-07-26,14565,C-07016,marketplace,WELCOME10,45.14,11.01,0
2026-07-26,14566,C-06993,paid_search,WELCOME10,58.17,12.94,0
2026-07-26,14567,C-03904,email,,50.45,0.00,0
2026-07-26,14570,C-07032,email,,63.54,0.00,0
2026-07-26,14571,C-07003,paid_search,,68.05,0.00,0
2026-07-26,14572,C-07005,paid_search,,75.81,0.00,0
2026-07-26,14574,C-06999,paid_search,SAVE20,64.96,20.34,1
2026-07-26,14575,C-07019,marketplace,,77.86,0.00,0
2026-07-26,14576,C-06997,paid_search,WELCOME10,51.39,17.68,0
2026-07-26,14577,C-05630,paid_search,WELCOME10,69.12,7.21,0
2026-07-26,14580,C-04656,email,SAVE20,52.45,5.04,0
2026-07-26,14583,C-07022,marketplace,THANKYOU5,48.27,9.99,0
2026-07-26,14584,C-02972,email,,51.38,0.00,0
2026-07-26,14586,C-07040,organic,,45.86,0.00,1
2026-07-26,14587,C-04452,email,,100.97,0.00,0
2026-07-26,14589,C-06995,paid_search,SPRING15,50.66,19.18,1
2026-07-26,14590,C-00876,marketplace,,72.14,0.00,1
2026-07-26,14591,C-04519,organic,THANKYOU5,65.44,7.45,0
2026-07-26,14592,C-07011,paid_search,SAVE20,46.27,16.84,0
2026-07-26,14593,C-05273,organic,,86.18,0.00,0
2026-07-26,14594,C-05530,email,,65.33,0.00,0
2026-07-26,14595,C-07030,email,,60.04,0.00,0
2026-07-26,14598,C-05715,organic,,88.27,0.00,0
2026-07-26,14601,C-05344,paid_search,,74.13,0.00,0
2026-07-26,14602,C-07008,paid_search,,91.61,0.00,1
2026-07-26,14605,C-01908,paid_search,,64.91,0.00,0
2026-07-26,14606,C-07035,email,,45.13,0.00,0
2026-07-26,14607,C-07001,paid_search,THANKYOU5,45.48,10.93,1
2026-07-26,14608,C-04072,email,WELCOME10,55.79,8.25,0
2026-07-26,14609,C-07033,email,SAVE20,61.67,3.70,0
2026-07-26,14610,C-06992,paid_search,SPRING15,69.07,20.71,0
2026-07-26,14611,C-06990,paid_search,,82.53,0.00,1
2026-07-26,14612,C-07027,email,,72.38,0.00,0
2026-07-26,14613,C-07036,organic,,45.52,0.00,0
2026-07-26,14615,C-04006,email,,67.46,0.00,0
2026-07-26,14616,C-03955,email,SAVE20,87.42,8.82,0
2026-07-26,14617,C-07029,email,WELCOME10,67.85,4.84,0
2026-07-26,14619,C-05153,email,,89.70,0.00,0
2026-07-26,14622,C-02921,organic,,86.94,0.00,0
2026-07-26,14623,C-07004,paid_search,,83.15,0.00,1
2026-07-26,14625,C-07015,marketplace,SPRING15,40.48,6.20,0
2026-07-26,14626,C-06991,paid_search,,59.68,0.00,0
2026-07-26,14629,C-04606,email,,62.93,0.00,0
2026-07-26,14632,C-03810,email,,72.60,0.00,0
2026-07-26,14634,C-07007,paid_search,THANKYOU5,42.08,14.45,0
2026-07-26,14636,C-05836,marketplace,WELCOME10,71.54,11.12,0
2026-07-26,14637,C-04161,paid_search,,64.62,0.00,1
2026-07-26,14639,C-01462,email,,65.18,0.00,0
2026-07-26,14640,C-05926,organic,,70.93,0.00,0
2026-07-26,14641,C-07041,organic,,52.35,0.00,0
2026-07-26,14642,C-07023,email,,66.83,0.00,0
2026-07-27,14643,C-07058,paid_search,SAVE20,68.65,25.41,1
2026-07-27,14644,C-05586,email,,73.65,0.00,0
2026-07-27,14645,C-00260,email,,105.70,0.00,0
2026-07-27,14646,C-05224,paid_search,THANKYOU5,70.38,6.95,0
2026-07-27,14647,C-07079,email,SPRING15,57.13,7.45,0
2026-07-27,14649,C-04455,email,,86.42,0.00,0
2026-07-27,14650,C-07084,email,,72.16,0.00,0
2026-07-27,14653,C-05145,organic,WELCOME10,46.82,4.47,0
2026-07-27,14654,C-07043,paid_search,THANKYOU5,49.33,12.32,0
2026-07-27,14655,C-07088,email,,63.08,0.00,0
2026-07-27,14656,C-07089,email,,73.14,0.00,1
2026-07-27,14657,C-07077,email,,70.37,0.00,0
2026-07-27,14658,C-07055,paid_search,SAVE20,50.16,14.37,1
2026-07-27,14659,C-05756,organic,SAVE20,38.09,3.37,0
2026-07-27,14662,C-07074,marketplace,,66.70,0.00,0
2026-07-27,14663,C-07067,marketplace,,55.00,0.00,0
2026-07-27,14664,C-03593,email,,72.04,0.00,0
2026-07-27,14665,C-07053,paid_search,SPRING15,59.93,22.49,1
2026-07-27,14666,C-05880,paid_search,,66.74,0.00,0
2026-07-27,14667,C-07073,marketplace,,60.16,0.00,0
2026-07-27,14668,C-07090,email,,70.25,0.00,0
2026-07-27,14669,C-07059,paid_search,SPRING15,61.22,15.13,1
2026-07-27,14670,C-07098,organic,,48.67,0.00,0
2026-07-27,14671,C-07068,marketplace,SPRING15,61.50,8.98,0
2026-07-27,14672,C-07103,organic,,38.06,0.00,0
2026-07-27,14675,C-04439,marketplace,,57.05,0.00,0
2026-07-27,14676,C-07086,email,WELCOME10,56.84,9.78,1
2026-07-27,14678,C-07057,paid_search,WELCOME10,51.96,19.11,0
2026-07-27,14679,C-01550,marketplace,,57.83,0.00,0
2026-07-27,14680,C-00969,email,,76.41,0.00,0
2026-07-27,14681,C-07049,paid_search,SAVE20,53.31,19.65,0
2026-07-27,14682,C-04197,email,,56.43,0.00,0
2026-07-27,14683,C-07054,paid_search,SAVE20,58.19,23.22,0
2026-07-27,14684,C-05368,marketplace,,56.44,0.00,0
2026-07-27,14685,C-07085,email,SAVE20,57.28,3.51,0
2026-07-27,14688,C-05159,organic,,67.05,0.00,0
2026-07-27,14690,C-03753,email,SPRING15,59.10,8.30,0
2026-07-27,14691,C-01362,paid_search,,75.31,0.00,0
2026-07-27,14694,C-07083,email,,58.10,0.00,0
2026-07-27,14697,C-07052,paid_search,,70.42,0.00,1
2026-07-27,14698,C-01786,email,,87.30,0.00,0
2026-07-27,14700,C-07096,organic,SPRING15,43.20,3.10,0
2026-07-27,14701,C-07100,organic,,56.87,0.00,0
2026-07-27,14702,C-00322,organic,,51.51,0.00,1
2026-07-27,14703,C-05079,marketplace,SPRING15,44.47,7.18,0
2026-07-27,14704,C-05002,organic,,82.10,0.00,0
2026-07-27,14705,C-07064,marketplace,,48.74,0.00,0
2026-07-27,14707,C-00149,paid_search,,66.04,0.00,0
2026-07-27,14709,C-07046,paid_search,WELCOME10,44.74,11.83,0
2026-07-27,14710,C-07102,organic,,42.23,0.00,0
2026-07-27,14711,C-07048,paid_search,SAVE20,67.44,18.82,0
2026-07-27,14712,C-07070,marketplace,,80.16,0.00,0
2026-07-27,14713,C-07071,marketplace,,51.66,0.00,0
2026-07-27,14714,C-07076,marketplace,SAVE20,56.38,11.24,0
2026-07-27,14715,C-04952,email,,86.16,0.00,0
2026-07-27,14716,C-04811,marketplace,,72.26,0.00,1
2026-07-27,14717,C-07060,paid_search,SAVE20,41.39,15.59,0
2026-07-27,14718,C-07044,paid_search,SPRING15,61.47,22.56,1
2026-07-27,14720,C-07093,email,SAVE20,50.35,5.45,0
2026-07-27,14723,C-07061,paid_search,WELCOME10,61.24,14.07,0
2026-07-27,14726,C-01233,email,,56.59,0.00,0
2026-07-27,14727,C-07051,paid_search,SAVE20,47.29,11.92,1
2026-07-27,14728,C-00963,email,,97.74,0.00,0
2026-07-27,14730,C-07072,marketplace,,47.14,0.00,0
2026-07-27,14731,C-01934,email,,79.20,0.00,0
2026-07-27,14732,C-07099,organic,,62.67,0.00,0
2026-07-27,14733,C-07080,email,,51.16,0.00,0
2026-07-27,14734,C-07081,email,,61.52,0.00,1
2026-07-27,14735,C-07095,organic,,38.53,0.00,0
2026-07-27,14736,C-03071,marketplace,,55.84,0.00,0
2026-07-27,14737,C-07097,organic,,37.84,0.00,0
2026-07-27,14740,C-00372,paid_search,,48.79,0.00,1
2026-07-27,14741,C-02606,marketplace,,56.52,0.00,0
2026-07-27,14742,C-07050,paid_search,SAVE20,56.56,19.93,0
2026-07-27,14743,C-07042,paid_search,SAVE20,47.57,14.73,1
2026-07-27,14744,C-07078,email,,55.86,0.00,0
2026-07-27,14745,C-07087,email,,45.23,0.00,0
2026-07-27,14746,C-03795,marketplace,,54.83,0.00,0
2026-07-27,14749,C-03811,email,,91.51,0.00,0
2026-07-27,14750,C-07047,paid_search,SAVE20,50.98,17.37,1
2026-07-27,14752,C-07091,email,,40.04,0.00,0
2026-07-27,14753,C-03386,marketplace,WELCOME10,44.19,7.69,0
2026-07-27,14755,C-07065,marketplace,,52.37,0.00,0
2026-07-27,14756,C-07056,paid_search,SPRING15,68.08,18.26,1
2026-07-27,14759,C-07066,marketplace,SAVE20,69.08,8.96,0
2026-07-27,14760,C-03645,organic,,102.11,0.00,0
2026-07-27,14761,C-07045,paid_search,,69.49,0.00,0
2026-07-27,14762,C-07062,paid_search,,87.87,0.00,0
2026-07-27,14763,C-07075,marketplace,SPRING15,48.99,7.94,1
2026-07-27,14765,C-07092,email,THANKYOU5,59.04,9.47,0
2026-07-27,14767,C-07101,organic,THANKYOU5,38.91,4.00,1
2026-07-27,14768,C-07069,marketplace,SPRING15,60.35,13.54,0
2026-07-27,14770,C-04893,email,,95.67,0.00,0
2026-07-27,14771,C-07063,marketplace,,54.00,0.00,0
2026-07-27,14772,C-02045,email,,71.88,0.00,0
2026-07-27,14775,C-07094,organic,SAVE20,52.82,3.61,0
2026-07-27,14776,C-02614,organic,,80.40,0.00,0
2026-07-27,14777,C-05793,marketplace,,89.98,0.00,0
2026-07-27,14778,C-07082,email,,60.13,0.00,0
2026-07-28,14779,C-04834,organic,,94.85,0.00,0
2026-07-28,14780,C-07151,email,,42.47,0.00,0
2026-07-28,14781,C-03278,email,,83.87,0.00,0
2026-07-28,14782,C-07111,paid_search,THANKYOU5,53.39,12.27,0
2026-07-28,14783,C-00357,paid_search,,71.96,0.00,0
2026-07-28,14784,C-06384,email,THANKYOU5,51.96,6.52,0
2026-07-28,14785,C-07146,marketplace,,52.65,0.00,0
2026-07-28,14788,C-03841,marketplace,,59.29,0.00,0
2026-07-28,14789,C-07171,organic,SPRING15,56.13,3.69,0
2026-07-28,14792,C-07128,paid_search,SPRING15,70.05,16.44,0
2026-07-28,14795,C-07119,paid_search,SAVE20,59.75,13.74,0
2026-07-28,14796,C-07120,paid_search,SAVE20,62.07,24.02,0
2026-07-28,14797,C-05277,organic,,70.56,0.00,1
2026-07-28,14800,C-07166,organic,,75.42,0.00,0
2026-07-28,14801,C-07127,paid_search,WELCOME10,48.77,15.90,0
2026-07-28,14802,C-07139,marketplace,,68.65,0.00,0
2026-07-28,14803,C-00450,email,,67.55,0.00,0
2026-07-28,14804,C-07160,email,WELCOME10,40.18,4.73,1
2026-07-28,14806,C-07141,marketplace,SPRING15,59.21,11.12,0
2026-07-28,14807,C-07125,paid_search,SPRING15,63.98,15.59,0
2026-07-28,14808,C-07145,marketplace,,80.12,0.00,0
2026-07-28,14809,C-07155,email,,53.22,0.00,0
2026-07-28,14810,C-00268,marketplace,SAVE20,44.17,2.51,0
2026-07-28,14811,C-07130,paid_search,,88.09,0.00,1
2026-07-28,14812,C-04017,email,,53.08,0.00,0
2026-07-28,14813,C-07165,organic,,47.05,0.00,0
2026-07-28,14815,C-04487,marketplace,,57.35,0.00,1
2026-07-28,14817,C-07137,marketplace,,44.96,0.00,0
2026-07-28,14820,C-02031,marketplace,,45.77,0.00,0
2026-07-28,14821,C-05699,marketplace,,70.72,0.00,0
2026-07-28,14823,C-05606,organic,,58.71,0.00,0
2026-07-28,14826,C-07172,organic,,66.13,0.00,0
2026-07-28,14827,C-07104,paid_search,,79.16,0.00,1
2026-07-28,14828,C-06075,paid_search,,64.20,0.00,0
2026-07-28,14829,C-07112,paid_search,SAVE20,54.27,17.13,0
2026-07-28,14830,C-07129,paid_search,THANKYOU5,59.60,20.17,0
2026-07-28,14833,C-07117,paid_search,THANKYOU5,43.65,18.02,1
2026-07-28,14834,C-07148,marketplace,WELCOME10,63.06,9.30,0
2026-07-28,14835,C-07162,email,,69.97,0.00,0
2026-07-28,14836,C-04799,paid_search,,61.62,0.00,1
2026-07-28,14837,C-07135,marketplace,SAVE20,71.36,8.85,0
2026-07-28,14838,C-07132,marketplace,,63.00,0.00,1
2026-07-28,14841,C-05659,organic,,46.63,0.00,0
2026-07-28,14842,C-07144,marketplace,,60.86,0.00,0
2026-07-28,14843,C-03167,email,WELCOME10,57.33,6.89,0
2026-07-28,14844,C-07142,marketplace,,68.47,0.00,0
2026-07-28,14845,C-07163,email,SAVE20,53.55,3.07,0
2026-07-28,14846,C-07133,marketplace,SPRING15,65.32,11.84,0
2026-07-28,14847,C-03076,email,,76.89,0.00,0
2026-07-28,14849,C-02777,organic,SAVE20,43.61,4.70,1
2026-07-28,14851,C-07157,email,,72.99,0.00,0
2026-07-28,14854,C-05532,marketplace,,71.05,0.00,0
2026-07-28,14855,C-02133,email,,67.00,0.00,0
2026-07-28,14856,C-07169,organic,THANKYOU5,53.75,7.59,0
2026-07-28,14857,C-00917,email,,97.32,0.00,0
2026-07-28,14858,C-07136,marketplace,WELCOME10,39.36,8.53,0
2026-07-28,14861,C-04828,organic,,76.37,0.00,0
2026-07-28,14863,C-07107,paid_search,,92.23,0.00,1
2026-07-28,14864,C-07159,email,,40.86,0.00,0
2026-07-28,14865,C-07154,email,,46.91,0.00,1
2026-07-28,14866,C-03503,email,SAVE20,72.85,10.65,0
2026-07-28,14869,C-07153,email,,68.91,0.00,0
2026-07-28,14870,C-03851,email,,72.97,0.00,1
2026-07-28,14871,C-07108,paid_search,,83.27,0.00,1
2026-07-28,14874,C-05969,marketplace,,70.43,0.00,0
2026-07-28,14877,C-01183,email,,84.52,0.00,0
2026-07-28,14878,C-02330,organic,,74.92,0.00,0
2026-07-28,14880,C-07105,paid_search,SAVE20,49.13,19.62,0
2026-07-28,14881,C-07124,paid_search,THANKYOU5,64.25,18.62,1
2026-07-28,14883,C-07106,paid_search,WELCOME10,65.83,24.22,0
2026-07-28,14885,C-07123,paid_search,SPRING15,71.63,19.39,0
2026-07-28,14888,C-07134,marketplace,,58.67,0.00,0
2026-07-28,14889,C-07167,organic,,78.60,0.00,0
2026-07-28,14890,C-04768,email,WELCOME10,51.05,4.38,0
2026-07-28,14891,C-01716,paid_search,,58.26,0.00,1
2026-07-28,14892,C-07110,paid_search,THANKYOU5,69.64,20.82,1
2026-07-28,14893,C-07122,paid_search,THANKYOU5,48.34,12.48,0
2026-07-28,14894,C-07118,paid_search,WELCOME10,66.96,15.69,1
2026-07-28,14895,C-07140,marketplace,,70.93,0.00,1
2026-07-28,14896,C-07149,marketplace,,58.76,0.00,0
2026-07-28,14897,C-03807,email,SAVE20,50.05,6.76,0
2026-07-28,14898,C-07121,paid_search,,95.27,0.00,1
2026-07-28,14901,C-04986,marketplace,THANKYOU5,37.04,6.24,1
2026-07-28,14902,C-07152,email,,67.64,0.00,0
2026-07-28,14904,C-05356,marketplace,,74.07,0.00,0
2026-07-28,14905,C-07138,marketplace,,80.69,0.00,1
2026-07-28,14908,C-07116,paid_search,SPRING15,69.78,16.54,0
2026-07-28,14909,C-07161,email,,55.39,0.00,0
2026-07-28,14910,C-05101,email,SAVE20,85.75,10.12,0
2026-07-28,14911,C-07113,paid_search,,89.35,0.00,0
2026-07-28,14912,C-03413,paid_search,,41.90,0.00,0
2026-07-28,14913,C-05040,paid_search,,73.42,0.00,0
2026-07-28,14914,C-06030,organic,,84.76,0.00,0
2026-07-28,14917,C-00039,marketplace,,68.62,0.00,0
2026-07-28,14919,C-07156,email,SAVE20,49.32,7.05,0
2026-07-28,14920,C-07143,marketplace,SAVE20,60.96,8.64,0
2026-07-28,14921,C-02283,email,,58.11,0.00,0
2026-07-28,14924,C-07131,paid_search,SPRING15,50.81,16.13,0
2026-07-28,14925,C-07150,marketplace,,61.57,0.00,0
2026-07-28,14926,C-00160,marketplace,,53.52,0.00,1
2026-07-28,14927,C-04275,marketplace,,46.99,0.00,0
2026-07-28,14928,C-07114,paid_search,THANKYOU5,62.39,17.40,1
2026-07-28,14929,C-07126,paid_search,,94.63,0.00,1
2026-07-28,14930,C-07158,email,,71.87,0.00,0
2026-07-28,14931,C-07164,organic,SAVE20,47.99,7.54,0
2026-07-28,14933,C-01512,email,,48.12,0.00,0
2026-07-28,14934,C-07115,paid_search,SAVE20,52.68,12.07,0
2026-07-28,14935,C-07170,organic,,37.16,0.00,0
2026-07-28,14937,C-07168,organic,WELCOME10,61.80,9.67,1
2026-07-28,14938,C-00645,paid_search,,51.60,0.00,0
2026-07-28,14940,C-07147,marketplace,,50.42,0.00,0
2026-07-28,14943,C-07109,paid_search,SPRING15,62.17,18.03,0
2026-07-29,14944,C-07196,marketplace,,59.32,0.00,0
2026-07-29,14945,C-00038,email,,83.06,0.00,0
2026-07-29,14947,C-02726,email,,75.81,0.00,0
2026-07-29,14948,C-04866,marketplace,,57.77,0.00,0
2026-07-29,14949,C-07180,paid_search,SAVE20,63.05,23.32,0
2026-07-29,14951,C-07197,marketplace,SPRING15,44.63,5.98,0
2026-07-29,14952,C-07204,marketplace,,49.40,0.00,0
2026-07-29,14954,C-07222,organic,,61.41,0.00,0
2026-07-29,14955,C-07203,marketplace,,63.34,0.00,0
2026-07-29,14956,C-07189,paid_search,SPRING15,63.53,26.50,0
2026-07-29,14959,C-07173,paid_search,THANKYOU5,71.69,21.84,0
2026-07-29,14960,C-07223,organic,,39.16,0.00,0
2026-07-29,14961,C-07183,paid_search,SAVE20,43.20,13.34,0
2026-07-29,14962,C-00405,email,,68.26,0.00,0
2026-07-29,14963,C-07210,email,,58.99,0.00,0
2026-07-29,14964,C-07182,paid_search,,81.59,0.00,0
2026-07-29,14965,C-07218,email,THANKYOU5,34.66,4.87,0
2026-07-29,14967,C-01711,email,SPRING15,77.31,5.02,0
2026-07-29,14970,C-07227,organic,,62.40,0.00,0
2026-07-29,14972,C-04172,marketplace,,77.59,0.00,0
2026-07-29,14973,C-00255,email,,75.35,0.00,0
2026-07-29,14975,C-07208,email,,71.44,0.00,0
2026-07-29,14976,C-01662,email,WELCOME10,81.58,6.81,0
2026-07-29,14977,C-07209,email,,65.23,0.00,0
2026-07-29,14978,C-07198,marketplace,,46.38,0.00,0
2026-07-29,14981,C-02924,organic,,48.21,0.00,0
2026-07-29,14984,C-04284,email,,95.53,0.00,0
2026-07-29,14985,C-07184,paid_search,SAVE20,46.78,19.70,0
2026-07-29,14988,C-07226,organic,WELCOME10,37.17,2.18,0
2026-07-29,14991,C-07220,organic,,57.57,0.00,0
2026-07-29,14993,C-07186,paid_search,THANKYOU5,57.20,22.46,0
2026-07-29,14995,C-02655,paid_search,,72.88,0.00,1
2026-07-29,14996,C-07215,email,,64.30,0.00,1
2026-07-29,14997,C-07205,marketplace,,79.60,0.00,0
2026-07-29,14998,C-03844,marketplace,,64.51,0.00,0
2026-07-29,14999,C-07219,email,WELCOME10,66.41,5.69,0
2026-07-29,15000,C-07195,marketplace,,73.45,0.00,0
2026-07-29,15002,C-07188,paid_search,,77.11,0.00,0
2026-07-29,15004,C-07177,paid_search,SPRING15,48.03,12.00,0
2026-07-29,15007,C-07176,paid_search,SAVE20,69.39,20.09,1
2026-07-29,15008,C-07179,paid_search,,69.95,0.00,0
2026-07-29,15009,C-04347,email,,91.79,0.00,0
2026-07-29,15010,C-05483,organic,,47.09,0.00,0
2026-07-29,15011,C-02577,organic,,88.23,0.00,0
2026-07-29,15012,C-07216,email,,71.28,0.00,0
2026-07-29,15013,C-01393,email,,75.08,0.00,0
2026-07-29,15014,C-06240,marketplace,,47.87,0.00,0
2026-07-29,15015,C-05317,marketplace,,82.67,0.00,0
2026-07-29,15018,C-07178,paid_search,SAVE20,59.01,18.67,0
2026-07-29,15019,C-07190,paid_search,THANKYOU5,50.58,18.70,1
2026-07-29,15020,C-04008,paid_search,,65.22,0.00,1
2026-07-29,15021,C-07229,organic,THANKYOU5,59.94,9.37,0
2026-07-29,15022,C-07174,paid_search,,91.71,0.00,0
2026-07-29,15023,C-07213,email,,50.36,0.00,0
2026-07-29,15025,C-06387,email,,74.85,0.00,0
2026-07-29,15026,C-05337,organic,,74.32,0.00,0
2026-07-29,15027,C-07194,paid_search,THANKYOU5,52.49,19.16,0
2026-07-29,15028,C-07207,marketplace,,56.54,0.00,0
2026-07-29,15031,C-03194,marketplace,,53.47,0.00,0
2026-07-29,15034,C-07192,paid_search,THANKYOU5,66.02,17.87,0
2026-07-29,15036,C-07193,paid_search,THANKYOU5,63.80,16.95,0
2026-07-29,15037,C-06134,marketplace,,66.12,0.00,0
2026-07-29,15038,C-01615,paid_search,,96.51,0.00,0
2026-07-29,15040,C-07214,email,,69.34,0.00,0
2026-07-29,15042,C-07206,marketplace,SPRING15,41.94,9.44,0
2026-07-29,15043,C-07201,marketplace,,74.84,0.00,0
2026-07-29,15044,C-04339,email,WELCOME10,53.27,3.24,0
